Tina Leblanc
Dott. Leopoldo Forza
Melissa Gottardi
Coluccio Cabrini
Tonia Sforza 
Virginia Bertoni
Dott. Manuel Vespucci
Letizia Camicione
Liliana Casini
Sig. Alfio Staglieno
Fabrizia Andreotti
Piergiuseppe Frescobaldi
Angelina Disdero
Pellegrino Ferrara
Fredo Puccini
Cassandra Bruno-Petralli
Sandra Migliaccio 
Leone Mazzocchi
Sig.ra Filippa Mercati
Sig.ra Eleanora Pirandello
Maurizio Calarco
Sig.ra Elisa Vespucci
Sandra Cavanna
Dott. Federica Canetta
Giuliano Berengario 
Gloria Udinesi 
Martino Spanevello
Piergiuseppe Jacuzzi 
Sig.ra Simonetta Rossellini 
Sig.ra Nadia Scarpa
Giampaolo Udinesi 
Sonia Nitti
Sandro Caruso
Liliana Quasimodo-Pacomio
Vincenza Cristoforetti
Sig.ra Luigina Canova
Gaetano Vercelloni
Nicolò Palmisano-Pavone
Dott. Calcedonio Turchi 
Cristina Petrocelli
Dott. Tonia Zacchia 
Dott. Bettina Pininfarina 
Marta Abate
Galasso Bernardini
Ivan Berengario
Rodolfo Zaguri 
Daria Padovano
Sig. Vincenzo Cuomo 
Sig.ra Luciana Tommaseo
Dott. Emilio Cusano
Sergius Luna 
Gianluigi Garrone-Volta
Dott. Jolanda Piccio 
Calcedonio Polesel
Roberta Telesio
Irma Finzi
Sig.ra Etta Oliboni
Tina Tassoni 
Imelda Pagnotto
Domenico Cadorna
Cecilia Offredi-Gelli
Nina Santorio
Natalia Gussoni
Dott. Ida Luna 
Giada Amaldi
Sig. Marcello Norbiato
Dott. Torquato Torricelli
Sig.ra Adelasia Aporti 
Piergiorgio Abba 
Nico Sobrero 
Valeria Cavalcanti
Donatella Villadicani-Faggiani
Dott. Marcello Marinetti 
Sig. Domenico Contrafatto 
Matilda Tencalla-Montanari
Amadeo Vezzali 
Francesco Varano 
Ennio Ferrata 
Gianfranco Sommaruga
Delfino Sommaruga
Rolando Pizzo
Imelda Manolesso
Sig. Edoardo Praga 
Flavia Soffici-Sabbatini
Dott. Ivo Canetta
Bettina Nicolucci
Sig.ra Romana Morlacchi 
Eraldo Cabrini
Milena Rossellini
Sig.ra Liliana Guglielmi 
Sig.ra Eva Foa
Tonino Mondadori 
Tullio Rossini
Annamaria Gatto-Calbo
Mercedes Ferrucci-Migliaccio
Tonino Giorgetti
Sig.ra Jolanda Micca
Isabella Bettin
Dott. Evangelista Basadonna
Goffredo Piccio-Donatoni
Cassandra Gramsci-Vespucci
Ludovico Costanzi
Alessio Zetticci-Florio
Ermes Bernetti-Gabba
Pina Dibiasi
Lisa Bombieri
Nicolò Ceravolo
Livia Torricelli
Marcello Errigo
Baccio Morlacchi
Sig. Ottavio Pacillo
Dott. Piergiuseppe Pizzo 
Lucrezia Gioberti-Giannotti
Toni Sgarbi
Antonio Vercelloni
Gionata Pincherle 
Dott. Melissa Avogadro 
Michelangelo Brugnaro
Eleanora Marcacci
Dott. Chiara Verdi 
Ruggero Petrocelli 
Sig.ra Liliana Fieramosca 
Giulio Morgagni
Maria Amato
Beppe Gaggini 
Sig.ra Sonia Brancaccio
Barbara Taliercio
Dott. Gianni Nordio
Giuseppe Tencalla
Alessia Romano 
Alina Tassoni
Dott. Rosalia Fagiani 
Marcella Versace 
Marissa Pulci-Cagnin
Paulina Satriani-Sagnelli
Ida Antonini
Pina Prodi
Flavia Magrassi
Sante Giannotti
Gilberto Gravina
Dott. Susanna Emo 
Sig.ra Gloria Tassoni 
Giacomo Tron 
Romina Cagnotto 
Giorgio Segni 
Sig.ra Marissa Veneziano 
Fabia Gargallo
Salvi Casellati
Oreste Piacentini-Cignaroli
Amico Siffredi 
Rembrandt Collodi
Girolamo Cerutti
Ottavio Canevascini
Livia Traversa
Dott. Carolina Sommaruga
Tatiana Spallanzani
Lodovico Valguarnera 
Fabia Morellato 
Fabia Mazzi
Sig.ra Annunziata Saracino
Giuseppina Ziani
Gianpietro Jilani 
Amadeo Battaglia
Luigina Carnera 
Flora Giradello
Eraldo Michelangeli
Greco Cassarà-Bonomo
Aldo Druso 
Ugolino Gentilini
Sig. Livio Borrani
Maura Coardi
Orlando Totino
Germana Bonolis
Adelasia Gianvecchio
Laura Boccioni 
Dott. Gabriele Pavarotti
Gianna Chiappetta
Dott. Giuseppina Piane 
Cecilia Cabibbo 
Adele Nitti
Sig.ra Pierina Tornatore
Sonia Zanzi
Orazio Alfieri
Melania Pertile-Milanesi
Ettore Fieramosca
Enzio Migliaccio
Gustavo Gramsci
Claudio Prodi 
Lorenzo Morandini
Bartolomeo Saraceno
Silvio Fibonacci
Concetta Franceschi 
Flavia Basso
Maria Brugnaro
Durante Palazzo 
Melania Prodi
Letizia Argurio 
Umberto Petralli
Sabatino Pinamonte
Dott. Angelo Carosone 
Salvi Conti 
Martina Montanariello 
Teresa Albertini
Dott. Stella Vitturi
Rodolfo Bacosi
Gioffre Pausini
Loredana Luciani
Daniele Ricci
Salvatore Accardo
Dott. Graziano Sorrentino
Flavia Gangemi
Giuseppina Bignami 
Gemma Pizzamano
Dott. Flavio Pacomio 
Mariana Trevisani
Gloria Tremonti
Mirco Prati
Silvia Foscari-Cimarosa
Dott. Chiara Letta 
Dott. Marisa Palombi 
Isa Cavalcanti
Dario Bonaventura-Sibilia
Isabella Inzaghi
Giuliano Rizzoli
Bernardo Visconti
Alessandro Durante
Dolores Bottigliero
Giulia Borzomì
Achille Giannini-Argan
Dott. Francesco Malipiero
Beppe Babato
Giorgia Littizzetto 
Benedetto Renier-Babbo
Sig.ra Lolita Cortese
Filippo Salgari
Dott. Telemaco Paolini
Uberto Taccola 
Bruno Giovine
Guido Bodoni 
Napoleone Sismondi
Paride Bianchi
Sig. Gaspare Manacorda 
Melina Filippini-Basso
Ugo Carfagna
Gustavo Vendetti
Alessia Lucciano
Raimondo Borghese
Ansaldo Natta
Tullio Sollima-Polesel
Bettina Trebbi
Zaira Babato
Natalia Casadei
Sig.ra Gemma Garrone 
Mercedes Zamengo
Paola Gagliano
Sig.ra Chiara Udinese 
Caterina Tolentino
Irma Rosselli 
Sig. Lamberto Ioppi
Annalisa Ruberto 
Maura Bajamonti
Sig. Paride Mancini
Ennio Marinetti 
Valeria Fabbri
Angelo Viola 
Filippo Odescalchi
Domenico Sbarbaro
Fabrizio Redi 
Ivan Gibilisco
Leone Modigliani-Nitto
Pina Cendron 
Fabio Bocca
Alessio Chiappetta
Giuliana Sraffa
Dott. Lolita Civaschi 
Rosalia Interminei
Luchino Tognazzi 
Sig. Massimo Tron
Piersanti Toscanini
Susanna Errigo
Elmo Costalonga-Bevilacqua
Allegra Corbo 
Dott. Paola Jovinelli 
Sig.ra Aria Corbo
Sig. Agnolo Musatti 
Allegra Giusti
Federico Liguori-Proietti
Alessio Parri 
Sig. Gastone Bonolis 
Rocco Turrini
Chiara Napolitano 
Zaira Borsiere-Soprano
Liliana Ferrata
Giampiero Trentin
Rosario Farina-Amaldi
Dott. Michele Mennea 
Pierpaolo Bondumier
Aurora Cundari
Romeo Chiappetta
Guido Gigli
Dott. Valerio Petrassi 
Ivo Contarini
Caterina Papetti 
Berenice Bottigliero
Dott. Pierina Pagnotto 
Michelotto Cicilia-Interminelli
Nadia Fabrizi
Gemma Viviani 
Atenulf Callegaro
Pierluigi Murialdo
Teresa Borsiere
Paola Murialdo
Tina Segrè
Sig. Renzo Antonelli
Bianca Mazzi
Tina Boezio
Donatella Giannelli
Dott. Milo Giannetti 
Dott. Viridiana Pizzamano 
Ettore Toselli
Paloma Bernini 
Lauretta Vitturi
Donatello Vercelloni 
Mattia Lombroso
Dott. Sophia Bersani 
Ranieri Gregorio
Tina Turrini
Dott. Pietro Fattori
Dott. Marissa Niggli
Dott. Rosaria Cilibrasi
Domenico Durante-Canil
Cirillo Storladi 
Dott. Tonia Parisi
Emma Vergassola-Disdero
Domenico Norbiato
Rosaria Perini-Totino
Antonina Camuccini 
Liberto Vespa
Valerio Pascarella
Berenice Peruzzi
Agostino Bottigliero-Fittipaldi
Dott. Orlando Catenazzi 
Sig. Ettore Petrucelli 
Griselda Gonzaga 
Sig.ra Teresa Tartaglia
Ottavio Eco 
Fiorino Storladi
Roberta Romano
Elladio Matteotti
Alberico Gabba 
Antonello Emanuelli
Mirco Nicoletti
Nina Bonino-Traversa
Sophia Storladi
Rossana Scarpetta
Graziano Letta 
Fredo Tron
Sig.ra Nina Ciampi 
Dott. Ricciotti Correr 
Griselda Ceci-Ciampi
Antonino Gigli
Morena Travia-Sagese
Valeria Borromeo
Roberto Micheletti
Dott. Fiamma Cagnin 
Marisa Ughi
Marissa Basadonna
Massimiliano Bombieri-Travaglio
Maria Panzera
Carlo Filzi
Tina Antonacci 
Teresa Bosio
Sig. Franco Romiti 
Dott. Nicolò Pininfarina
Sig.ra Luciana Trentini 
Monica Briccialdi
Sylvia Pavone
Dott. Maria Gilardoni
Roberto Endrizzi
Sig. Costantino Regge 
Ludovico Pacelli
Osvaldo Ritacca
Veronica Bixio
Mariano Bernetti
Adelasia Gregorio
Venancio Comencini
Dott. Adriana Gabba
Sig.ra Sole Iannelli 
Damiano Iannucci-Guarneri
Dott. Simone Leonardi 
Pompeo Bosurgi
Sandro Porzio 
Sig. Severino Grisoni
Luchino Comboni-Corbo
Sig.ra Etta Lovato
Dott. Francesca Benussi
Annibale Mazzini
Sig.ra Priscilla Pellegrini
Rosalia Sabbatini 
Ranieri Ceri-Antonetti
Fiamma Moretti
Umberto Zaccardo
Adelasia Navone
Giovanni Durante
Giuliano Saracino
Dina Faugno
Giorgio Bocca
Pietro Zola
Ermes Piccio
Veronica Moneta
Arnaldo Tasso
Lauretta Migliaccio
Giuseppina Cociarelli
Federigo Morabito
Sylvia Tozzo
Ansaldo Cicala-Iannotti
Nicola Cremonesi
Sylvia Dossi
Claudio Vigorelli
Dott. Antonella Gualandi 
Sig.ra Vittoria Chiappetta
Adele Abbagnale
Vittoria Gabrieli 
Dott. Margherita Pedrazzini 
Roberta Sokolov-Galvani
Dott. Azeglio Ricolfi 
Sig. Gianfranco Liguori 
Sig. Ansaldo Barozzi 
Rossana Pontecorvo 
Lucrezia Vercelloni-Frescobaldi
Marta Soprano
Sig. Lando Grassi 
Enrico Pacetti
Giacomo Manolesso
Martina Antonucci
Renata Giusti 
Isabella Marzorati
Dott. Romeo Visintini 
Greca Maderno 
Biagio Fuseli
Calogero Nordio
Antonio Merisi
Victoria Giacconi
Sig. Giuliano Michelangeli
Lidia Interiano
Gilberto Serao
Sig. Michele Munari 
Rosa Cavalcanti
Mirko Zanichelli-Gargallo
Isabella Filippelli
Mercedes Nadi
Eliana Loredan
Gioacchino Zacco 
Maria Benigni
Maura Olivetti
Dott. Aurora Turrini 
Marco Alonzi
Goffredo Cimini
Ottone Federico
Stefania Veltroni
Daniele Rossi
Dott. Nino Malipiero
Cirillo Cipolla
Rembrandt Pininfarina
Dott. Melania Cavanna
Lidia Gaggini
Sig. Durante Balla
Puccio Fornaciari
Sig. Arturo Cappelli 
Zaira T
Roberta Caironi-Soprano
Sig.ra Rosina Roncalli
Baccio Duse 
Dott. Graziella Salieri 
Luca Paruta 
Mirko Cundari
Flora Curci-Stradivari
Ivan Zaguri 
Lodovico Buscetta
Sig.ra Giorgia Rubbia 
Sig. Giacomo Cusano 
Zaira Porzio
Fredo Bertoni
Lucio Querini
Sonia Malacarne
Sig.ra Sylvia Lucciano 
Alessio Mussolini 
Dott. Eva Pucci
Elisa Magrassi
Sig.ra Serena Fantozzi
Silvia Gemito
Sig.ra Fortunata Caetani
Sig.ra Carolina Acerbi
Alina Saracino-Polesel
Durante Ferretti
Enrico Piovani 
Monica Berrè
Sig.ra Tonia Druso 
Giuseppina Adinolfi
Antonina Cattaneo 
Goffredo Piovani
Donatella Lancisi
Gionata Fermi
Roman Goldoni 
Sig. Costanzo Napolitano 
Annamaria Scotto
Dott. Adele Frescobaldi 
Nico Russo 
Sig.ra Elena Renault 
Ranieri Brunelleschi
Adele Borromeo-Guglielmi
Marisa Tasso
Diana Carli
Dott. Patrizia Capecchi
Fiorenzo Raurica 
Pier Goldstein-Marzorati
Dott. Fabrizia Malatesta
Tina Pisaroni
Raffaella Giacconi
Giulietta Segrè
Benito Bocelli
Sig. Ettore Gentili 
Tina Doria
Rolando Garozzo-Pistoletto
Sebastiano Sforza 
Paulina Santorio-Volta
Erika Bossi
Dott. Annunziata Rinaldi 
Giovanni Oscuro
Etta Duodo
Rolando Gregori
Iolanda Foà
Dott. Pellegrino Scotto
Adele Bondumier
Ferdinando Broschi-Morlacchi
Michela Lucciano
Isabella Canova
Cesare Sorrentino
Sylvia Paolini
Piermaria Manzoni-Priuli
Carolina Panicucci-Bombieri
Flora Guicciardini
Sig. Coluccio Paruta
Marcello Lucchesi
Annetta Malpighi
Viridiana Donà
Costantino Bartoli-Lucciano
Massimo Pellico
Lucrezia Ramazzotti
Vittoria Pergolesi
Greco Zola
Cristina Broggini
Maura Barcella-Lattuada
Gabriella Galilei
Cristina Terragni
Nanni Monte
Sig. Sergius Pisani 
Benito Gozzi
Goffredo Giradello
Dott. Susanna Belletini 
Arturo Mozart-Spinola
Guarino Petralli 
Sig. Aldo Vento 
Nadia Pertini
Sig. Agnolo Tirabassi 
Vanessa Tornatore
Damiano Cremonesi
Giosuè Pietrangeli
Dott. Erika Amato 
Venancio Tasso
Giada Muratori 
Rosario Druso-Dellucci
Mauro Sibilia-Pertile
Lando Accardo
Sig. Daniele Caironi 
Nina Cianciolo
Sig. Federigo Nibali 
Giovanna Maccanelli-Capuana
Carla Gualandi
Gian Basso 
Ermanno Alboni-Pietrangeli
Griselda Cimini
Valeria Gabba
Lilla Adinolfi
Bettina Vasari-Pausini
Sig. Fedele Ricolfi 
Milo Finzi
Patrizia Vergerio
Etta Chiappetta 
Michelotto Lucarelli
Sig. Gioachino Oliboni
Sig. Carlo Finzi 
Sig.ra Angelica Farina 
Ugo Foa 
Marina Mocenigo-Persico
Serena Cainero
Dott. Cipriano Papafava 
Antonietta Angeli
Milena Desio
Sig. Raimondo Coppola
Raffaella Redi 
Dionigi Udinese
Elmo Marinetti
Mirko Borrani
Lucio Armellini
Gaspare Pedrazzini
Fiorenzo Ricolfi-Torlonia
Vincentio Trotta
Etta Oscuro 
Adelmo Federico
Gioachino Biagi 
Dott. Maura Scarfoglio 
Piergiuseppe Pavone
Lazzaro Manunta
Antonio Valguarnera-Gregori
Luciana Morpurgo-Gargallo
Sig. Gianmarco Cammarata
Dott. Fortunata Zarlino
Cesare Fermi 
Ruggero Tornatore
Sig.ra Elisa Venturi
Gioachino Murri 
Sig.ra Licia Babbo 
Rosa Pepe
Sig. Ottavio Tasca 
Dott. Amico Bernetti 
Claudia Ioppi
Maria Mazzeo
Sig. Marcello Pertini 
Fabio Visintini
Loretta Draghi 
Serafina Carfagna 
Antonina Serlupi
Sig. Leopoldo Armellini 
Fiamma Brenna-Pisacane
Leone Cugia-Filippini
Lucrezia Gozzi 
Victoria Curiel
Marina Fantozzi-Zarlino
Sig. Fabrizio Sordi
Rosaria Vigorelli-Orengo
Leopoldo Spadafora
Melania Spanevello 
Rossana Florio
Lando Pirandello
Azeglio Iadanza-Ruberto
Sig.ra Annamaria Boccioni
Rodolfo Avogadro
Rocco Toso-Majewski
Alina Muti
Amalia Pace 
Azeglio Caboto
Mauro Nitti
Stefani Acerbi
Donatello Iannucci
Carla Viola
Dott. Giada Pavone
Milena Cremonesi
Dott. Valeria Metella 
Sig. Bruno Ottino
Luciana Gottardi
Luciana Biagiotti
Delfino Morrocco
Rosina Disdero
Dott. Donato Castelli 
Dott. Adelmo Spanevello 
Dott. Antonella Capecchi 
Pompeo Montanariello 
Alberico Rizzoli
Marcello Zampa
Mariana Monaco-Ferrabosco
Adele Segrè
Monica Ariasso
Graziano Caccianemico
Panfilo Camuccini
Sig.ra Beatrice Barese 
Sig. Piero Forza 
Sig. Ronaldo Sbarbaro 
Amico Cerutti
Dott. Luchino Abate 
Claudio Pausini
Amico Gualandi 
Milo Cianciolo
Clelia Volterra 
Pasquale Disdero 
Dott. Tonino Mazzocchi
Sig.ra Lidia Zeffirelli
Ivo Borsiere
Sig. Dino Paltrinieri
Sylvia Borsiere
Armando Greco
Paulina Bellò-Cremonesi
Allegra Faugno
Morena Cadorna
Flavia Fagotto-Sonnino
Donna Naccari
Ninetta Cortese
Romolo Balla
Dott. Marcantonio Gaggini
Calcedonio Lancisi
Francesca Maccanelli
Sig. Ciro Bocelli 
Renata Calgari
Maura Maderna
Alderano Stoppani 
Sig.ra Valeria Ciani 
Sig. Riccardo Piccio
Corrado Polani 
Leonardo Lussu
Gianluca Tarchetti
Alberico Canali
Allegra Guinizzelli
Vincenzo Gagliano
Ottavio Morandini 
Dott. Lorenzo Caetani 
Veronica Panatta
Telemaco Udinesi
Ferdinando T
Sig. Sabatino Agostini 
Elvira Antonioni
Lauretta Brunello-Mancini
Margherita Caboto
Puccio Antonini
Durante Trapani
Giorgia Leblanc-Fornaciari
Donna Zanzi
Sig. Rosario Renier
Graziella Impastato 
Orazio Filogamo
Ruggero Pizziol
Vanessa Condoleo
Eleanora Sommaruga 
Sebastiano Montanelli 
Jacopo Accardo 
Camilla Cappelli-Broschi
Vincenza Durante
Sig.ra Flora Pellico
Dott. Ida Doglioni
Gino Bellini
Girolamo Antelami
Sig.ra Giuseppina Tartaglia
Flavio Gilardoni
Sig.ra Natalia Gradenigo 
Franco Murialdo
Arnulfo Morgagni 
Edoardo Ossola
Tonino Lercari
Sig. Vittorio Giovine 
Stefani Pugliese
Elmo Falier-Mattarella
Sante Valmarana-Sforza
Sandra Catalano
Ugolino Pagliaro
Gianni Bettin 
Dott. Leone Aulenti
Gino Cianciolo
Dott. Daria Petrocelli 
Jacopo Verri
Luigi Navarria-Varano
Jacopo Puglisi
Romolo Taccola
Vincenza Bernetti 
Fredo Faugno
Marina Carnera 
Lucrezia Barracco 
Sig. Giosuè Cociarelli 
Chiara Squarcione
Stefani Scalfaro
Priscilla Tartaglia
Dott. Annamaria Cocci 
Alessia Brugnaro-Casalodi
Sig.ra Irma Gottardi 
Torquato Venditti
Dott. Fernanda Palladio
Loredana Gonzaga
Chiara T 
Ottavio Andreozzi
Rosa Brambilla
Mirko Spinelli
Amico Gabbana
Maura Cuomo-Delle
Alessandra Carullo
Fernanda Ferrucci 
Raffaele Gibilisco 
Dott. Panfilo Mancini
Saverio Vezzali
Dott. Ennio Giovine
Durante Argento-Gozzano
Dott. Stefani Romiti
Lisa Lucarelli
Sig.ra Giulietta Paruta
Francesca Donà
Enzio Magrassi 
Lucio Montecchi-Veltroni
Carlo Garibaldi
Gianfrancesco Parini
Laura Moccia
Greco Impastato
Luchino Cadorna
Damiano Villadicani-Carli
Niccolò Callegari
Ninetta Pedroni 
Emilio Meucci
Bettina Lettiere
Pierpaolo Rossi
Fernanda Tozzi
Bettina Mezzetta
Luciano Sagese-Ruggieri
Dionigi Serao
Sig. Carmelo Tebaldi
Cipriano Galvani
Livia Baroffio
Sante Sermonti
Adriana Caboto
Sig. Ivo Deledda 
Sig. Ippazio Detti 
Diana Tirabassi
Dott. Francesco Toninelli
Gaetano Giradello 
Gabriele Mozart-Federici
Sophia Guariento
Bettina Bramante
Adamo Pavone
Giovanni Dulbecco
Raffaello Barracco
Dott. Paride Faggiani 
Martino Modugno
Romina Simeoni
Diana Babbo 
Michelangelo Cibin-Mondadori
Luciano Cilibrasi
Simonetta Lamborghini-Ginese
Mattia Dalla
Sig.ra Bettina Callegari
Dott. Gabriella Soffici 
Pierluigi Giusti-Zichichi
Mirko Polesel
Sig.ra Luisa Sonnino
Federigo Morrocco
Dott. Ludovica Zaccardo 
Sig. Franco Vianello
Sig.ra Sandra Lovato
Milo Crispi 
Melissa Nosiglia
Zaira Lombardi 
Temistocle Bresciani
Patrizio Juvara
Nadia Bondumier
Lorenzo Avogadro 
Dott. Girolamo Pulci
Gionata Versace
Aurora Legnante 
Sig.ra Tina Barcella 
Dott. Rita Armellini 
Fulvio Pedrazzini
Dott. Maura Porzio
Anita Belletini
Sig.ra Erika Treves 
Fausto Barsanti 
Benvenuto Amaldi
Melina Caccianemico-Sagredo
Viridiana Camicione 
Dott. Baccio Cannizzaro 
Alessandro Baggio
Gianpaolo Errani
Edoardo Raimondi 
Angelina Trombetta 
Donatello Soffici
Dott. Adelasia Puglisi 
Giovanna Guinizzelli-Giacometti
Cecilia Grossi
Teresa Scalfaro 
Virginia Tozzo
Sig.ra Eliana Montanelli
Adelasia Guarana
Piergiorgio Salgari
Gino Viola
Tatiana Ginesio
Atenulf Sandi
Sig.ra Lara Finotto 
Dott. Aurora Turati 
Aurora Brugnaro
Alderano Pulci
Gian Rubbia 
Maria Ricciardi
Lucia Babbo
Elisa Avogadro
Umberto Guarneri
Dott. Giacobbe Zampa 
Angelina Montanelli
Gianna Vespa 
Telemaco Favata-Leoncavallo
Renzo Conte 
Mariana Pucci
Michele Navarria
Pietro Pareto
Dott. Antonio Silvestri 
Simonetta Toninelli
Lilla Paltrinieri
Vanessa Surian
Raffaele Luna
Simonetta Polesel
Sig. Baccio Sorrentino
Sig. Benedetto Tonisto 
Ermenegildo Lamborghini
Marissa Niggli-Goldoni
Adele Grimani
Edoardo Varano
Dina Camiscione
Matilda Malpighi
Pierpaolo Endrizzi
Franco Tamburi
Antonina Dandolo
Achille Anichini-Persico
Giorgio Toninelli
Dott. Federico Pozzecco
Dott. Cristina Broggini 
Dott. Luchino Marenzio
Alderano Abba
Nino Paltrinieri-Lombardi
Ferdinando Accardo 
Alessia Vento
Fiorenzo Cagnin-Battisti
Tiziana Gozzi
Amanda Castioni 
Dott. Manuel Gemito
Vittoria Pisani
Dott. Gioffre Sibilia 
Emilio Agostinelli
Riccardo Palmisano-Traversa
Marisa Turchi
Ferdinando Maggioli-Ariasso
Dott. Osvaldo Ravaglioli 
Clelia Tamburi
Sig. Saverio Binaghi
Graziella Canevascini-Scarponi
Sig. Micheletto Lombroso 
Domenico Cundari-Basso
Atenulf Guarana-Visconti
Dott. Serena Mascagni 
Dott. Letizia Malpighi 
Dott. Livia Doria 
Sandra Parini 
Hugo Tarantini
Guarino Ammaniti
Dott. Giovanni Leopardi 
Marco Bassi-Bonolis
Dott. Dina Tamburello 
Isabella Morrocco 
Camilla Fantini-Alfonsi
Nadia Trapani 
Rosa Palmisano-Tacchini
Sig.ra Nina Pasolini 
Pasqual Rapisardi
Dott. Cipriano Porzio
Antonina Paganini 
Nicolò Mazzeo-Bettoni
Sig. Guglielmo Einaudi
Dott. Goffredo Bottigliero 
Ottavio Infantino 
Sig. Martino Ricciardi
Sig. Delfino Omma
Corrado Tornatore 
Monica Cignaroli
Dott. Giacinto Tomei
Dott. Adelasia Fattori 
Sig. Coriolano Asmundo 
Michele Dibiasi
Giovanni Alboni
Carla Solimena 
Ciro Stradivari
Giuliano Meucci-Veneziano
Dott. Anita Druso 
Sole Foletti
Lucia Mazzini
Silvestro Civaschi
Mariana Angiolello
Luigi Corbo
Sig. Ivo Visconti 
Ottone Finzi
Diana Scarlatti-Donarelli
Dott. Raffaella Fischetti 
Diana Draghi
Dott. Ottavio Marini
Nanni Gentili
Sig.ra Amalia Toscanini
Gelsomina Vitturi
Guglielmo Longhena
Gianluca Boccherini-Marazzi
Adriana Mezzetta
Raffaella Balbo
Lidia Navone-Loredan
Pomponio Telesio
Dott. Lodovico Iacobucci
Daria Trentini
Sig. Pellegrino Capone
Ciro Maderna-Miniati
Dott. Rosalia Zanichelli 
Ermanno Tresoldi
Mariana Pagliaro
Sig.ra Griselda Aldobrandi 
Dott. Antonello Berrè
Mercedes Olivetti
Dott. Gianpietro Baroffio 
Cipriano Vigliotti
Teresa Alfonsi
Beatrice Mazzi
Dott. Giosuè Mengolo
Ida Giannelli 
Sig. Dino Seddio
Dott. Gemma Vanvitelli
Maria Sommaruga-Dallara
Sandro Milanesi
Graziella Bianchini
Serafina Cicilia-Fibonacci
Maura Campanella
Patrizia Randazzo-Ammaniti
Donatello Ciampi
Augusto Bataglia
Fiamma Merisi-Lucciano
Fortunata Ottino-Galeati
Pierangelo Greco-Lombardi
Annalisa Vecoli
Sig. Michelangelo Zanzi
Dolores Piazzi
Morena Sokolov
Azeglio Piazzi
Lilla Perini 
Gabriele Comeriato
Giustino Salvini
Bianca Borsiere
Bruno Bersani
Giacobbe Gasperi
Pasquale Balotelli
Ilaria Palladio 
Ludovico Carullo-Carducci
Antonina Ortese
Adele Cimarosa
Ninetta Draghi
Dott. Sonia Branciforte 
Gioele Cainero
Alessandro Flaiano
Angelina Amaldi
Antonino Puccini-Giannone
Gloria Druso 
Fiamma Trobbiani-Vento
Gioffre Donarelli
Dott. Orazio Argento 
Mauro Antonello
Veronica Combi-Alonzi
Ferdinando Ioppi
Loretta Collina 
Sig. Agostino Barberini
Cesare Carfagna 
Rita Fieramosca-Bernardi
Rosario Udinesi
Dott. Aria Fo
Damiano Borsiere
Antonino Udinesi 
Daniele Berlusconi
Donato Baglioni-Carriera
Tiziano Civaschi
Sig.ra Cecilia Cerutti 
Sig. Piergiorgio Ceci 
Amanda Pacelli
Dott. Gaetano Lucciano 
Lando Chittolini
Lazzaro Giannelli
Sig.ra Valentina Pacetti
Priscilla Tropea-Zacco
Monica Antonelli
Priscilla Tommaseo-Florio
Dott. Virginia Paganini 
Ansaldo Mennea-Vitturi
Rosina Castioni 
Amalia Gelli
Marina Natta 
Lando Brunelleschi
Nedda Petralli
Ottone Baglioni
Maurizio Contarini-Tamborini
Sig. Ugo Pizzetti 
Morena Zacchia 
Sig.ra Vittoria Beccaria
Lucia Russo
Rodolfo Trentin
Giuseppe Beffa
Gloria Zeffirelli 
Dott. Temistocle Niggli 
Natalia Tolentino
Rossana Romiti
Eraldo Mazzocchi
Sig. Arsenio Cainero 
